gene	description	WT_6h_1	WT_6h_2	WT_6h_3	RELA_6h_1	RELA_6h_2	RELA_6h_3
1810046K07Rik	na	49	54	74	49	40	39
1810048J11Rik	na	304	309	311	335	315	289
1810049H13Rik	na	122	113	87	109	90	91
1810053B23Rik	na	0	0	0	0	0	0
1810055G02Rik	na	203	188	187	212	214	199
1810058I24Rik	na	1539	1531	1402	1554	1550	1364
1810062G17Rik	na	4	2	1	1	3	1
1810062O18Rik	na	9	10	15	11	12	8
1810063B05Rik	na	269	272	244	268	266	288
1810063B07Rik	na	319	348	309	347	328	286
1810064F22Rik	na	0	1	0	0	0	0
1810065E05Rik	na	0	0	0	0	0	0
1810074P20Rik	na	1039	1052	1006	1077	1051	970
2010001E11Rik	na	0	0	0	0	0	0
2010001M06Rik	na	23	32	27	37	29	20
2010001M09Rik	na	1634	1682	1735	1373	1359	1280
2010002M12Rik	na	33	17	37	41	27	23
2010002N04Rik	na	824	798	712	836	740	716
2010003K11Rik	na	0	0	0	0	0	0
2010003K15Rik	na	0	1	1	1	0	0
2010003O02Rik	na	38	35	28	24	22	22
2010005H15Rik	na	0	0	0	0	0	1
2010009K17Rik	na	0	1	2	0	2	1
2010010A06Rik	na	1	0	0	0	0	0
2010011I20Rik	na	435	467	434	512	475	400
2010012O05Rik	na	569	497	445	529	558	497
2010015L04Rik	na	64	70	52	54	62	52
2010016I18Rik	na	56	46	60	41	48	52
2010106C02Rik	na	1	2	0	0	0	0
2010106E10Rik	na	0	0	0	0	0	0
2010106G01Rik	na	2275	2360	2359	2398	2481	2254
2010107E04Rik	na	1321	1341	1524	1508	1492	1635
2010107G12Rik	na	9	11	10	3	11	5
2010107G23Rik	na	1	2	1	4	4	2
2010107H07Rik	na	73	63	83	84	90	83
2010109A12Rik	na	13	14	15	8	16	15
2010109I03Rik	na	38	21	42	31	23	19
2010109K11Rik	na	567	637	515	683	660	582
2010110P09Rik	na	0	0	0	0	0	0
2010111I01Rik	na	185	211	190	214	207	176
2010204K13Rik	na	174	220	188	177	209	176
2010300C02Rik	na	6	5	3	5	2	3
2010305A19Rik	na	646	652	697	794	746	609
2010308F09Rik	na	0	0	0	0	1	1
2010310C07Rik	na	0	1	0	0	1	0
2010315B03Rik	na	0	0	0	0	0	0
2010317E24Rik	na	19	12	11	9	18	10
2010320M18Rik	na	142	148	135	115	124	123
2010321M09Rik	na	1365	1334	1320	1545	1496	1365
2200002D01Rik	na	9	10	8	17	8	17
2200002J24Rik	na	3	0	0	0	0	0
2200002K05Rik	na	0	0	2	0	1	0
2210009G21Rik	na	397	420	379	403	413	362
2210010C04Rik	na	0	0	0	1	1	0
2210010C17Rik	na	0	1	0	0	0	0
2210012G02Rik	na	925	906	871	933	958	835
2210013O21Rik	na	35	40	41	28	29	30
2210015D19Rik	na	387	372	329	366	370	353
2210016F16Rik	na	1205	1253	1262	1387	1379	1216
2210016L21Rik	na	1007	1059	936	1028	1012	924
2210018M11Rik	na	1725	1751	1545	1929	1977	1631
2210019I11Rik	na	0	0	0	0	0	0
2210020M01Rik	na	38	35	30	40	41	41
2210021J22Rik	na	275	336	317	296	279	323
2210039B01Rik	na	0	0	0	0	0	1
2210403K04Rik	na	145	169	168	171	176	174
2210404J11Rik	na	444	509	414	495	518	467
2210404O07Rik	na	22	28	19	23	26	18
2210404O09Rik	na	30	25	31	23	34	19
2210407C18Rik	na	0	0	0	0	0	0
2210408F21Rik	na	5	9	11	5	16	7
2210408I21Rik	na	39	36	47	40	32	30
2210409D07Rik	na	0	0	0	0	0	0
2210409E12Rik	na	0	0	0	0	0	0
2210411K11Rik	na	407	404	400	430	395	403
2210414B05Rik	na	14	12	6	18	15	19
2210415F13Rik	na	0	0	0	0	0	0
2210416O15Rik	na	1	0	0	0	2	0
2210417A02Rik	na	0	0	0	0	1	0
2210417K05Rik	na	13	10	6	9	6	8
2210420H20Rik	na	0	0	0	0	0	0
2300002M23Rik	na	0	0	0	0	0	0
2300003K06Rik	na	0	0	0	0	0	0
2300005B03Rik	na	0	0	0	0	0	1
2300009A05Rik	na	185	191	153	169	166	147
2310001A20Rik	na	778	732	729	729	814	689
2310001H17Rik	na	138	151	134	135	167	123
2310001H18Rik	na	0	0	0	0	0	0
2310001K24Rik	na	0	0	0	0	0	0
2310002D06Rik	na	0	0	1	0	0	0
2310002J15Rik	na	0	0	0	0	0	0
2310002L09Rik	na	0	0	0	0	0	0
2310002L13Rik	na	0	0	0	0	0	0
2310003C23Rik	na	1548	1542	1479	1741	1750	1621
2310003F16Rik	na	2174	2201	2113	2408	2518	2164
2310003H01Rik	na	1328	1310	1208	1354	1465	1177
2310003L22Rik	na	307	284	301	323	323	316
2310004I24Rik	na	471	505	474	475	540	421
2310004N24Rik	na	614	666	553	640	640	536
2310005A03Rik	na	0	0	0	0	0	0
2310005E17Rik	na	0	0	0	0	0	0
2310005G13Rik	na	0	1	0	0	0	0
2310007B03Rik	na	0	0	0	0	0	0
2310007L24Rik	na	5	7	4	1	8	7
2310008H04Rik	na	567	634	590	615	616	542
2310008H09Rik	na	2559	2757	2567	2935	3048	2673
2310008N11Rik	na	0	1	0	0	0	1
2310009A05Rik	na	222	208	223	228	195	201
2310009B15Rik	na	95	100	95	124	96	90
2310010J17Rik	na	38	37	43	48	42	42
2310010M20Rik	na	1	0	0	0	1	0
2310011J03Rik	na	1071	1100	1066	1185	1160	1038
2310014F07Rik	na	0	1	0	0	0	0
2310014L17Rik	na	51	33	30	42	49	31
2310015A10Rik	na	1800	1833	1655	2139	2307	1879
2310015B20Rik	na	4	1	0	0	0	0
2310015D24Rik	na	0	0	2	0	0	0
2310016D03Rik	na	0	0	0	0	0	0
2310016M24Rik	na	620	556	561	525	529	521
2310020H05Rik	na	0	0	0	0	0	0
2310021P13Rik	na	4447	4729	4014	5252	5557	4432
2310022A10Rik	na	865	850	738	857	912	769
2310022B05Rik	na	391	366	369	474	476	398
2310028H24Rik	na	219	230	211	279	257	207
2310030A07Rik	na	1	0	0	0	0	0
2310030G06Rik	na	0	0	0	0	0	0
2310030N02Rik	na	229	248	238	278	273	233
2310033E01Rik	na	0	1	2	0	2	0
2310033P09Rik	na	911	900	825	979	993	831
2310034C09Rik	na	0	0	0	0	0	0
2310034G01Rik	na	13	14	16	11	11	9
2310034O05Rik	na	0	0	0	0	0	0
2310035C23Rik	na	1499	1660	1510	1748	1869	1586
2310035K24Rik	na	177	175	171	190	195	200
2310036O22Rik	na	2168	2096	2023	2368	2404	2154
2310037I24Rik	na	700	641	670	865	865	704
2310039H08Rik	na	293	337	296	359	321	305
2310039L15Rik	na	0	0	0	0	0	0
2310040G24Rik	na	3	4	1	2	4	6
2310042D19Rik	na	109	108	131	90	113	101
2310042E22Rik	na	0	0	0	0	0	0
2310043J07Rik	na	1	0	0	0	0	0
2310043L19Rik	na	4	4	5	5	10	7
2310043O21Rik	na	0	0	0	0	0	0
2310044G17Rik	na	1333	1367	1320	1413	1524	1334
2310044H10Rik	na	2820	2776	2594	3080	3055	2649
2310045N01Rik	na	686	652	612	670	730	603
2310046A06Rik	na	0	0	2	0	0	0
2310046K01Rik	na	49	39	32	34	43	43
2310046O06Rik	na	740	691	681	821	846	723
2310047B19Rik	na	315	344	283	387	331	316
2310047M10Rik	na	398	382	416	453	463	422
2310050B05Rik	na	4	4	2	3	2	3
2310050C09Rik	na	0	0	0	0	0	0
2310057J18Rik	na	0	0	0	0	0	0
2310057M21Rik	na	386	408	398	443	432	392
2310057N15Rik	na	0	0	0	0	0	0
2310061C15Rik	na	133	143	119	120	116	113
2310061I04Rik	na	915	824	815	944	1049	786
2310061J03Rik	na	79	53	64	50	61	70
2310061N02Rik	na	0	0	0	0	0	0
2310065F04Rik	na	0	0	0	0	0	0
2310067B10Rik	na	1803	1841	1540	1891	1851	1613
2310068J16Rik	na	6	4	5	7	10	2
2310069B03Rik	na	0	0	0	0	0	0
2310069G16Rik	na	0	0	0	0	0	0
2310079F23Rik	na	510	553	520	622	637	483
2310079G19Rik	na	0	0	0	0	0	0
2310081J21Rik	na	0	0	0	0	0	0
2400001E08Rik	na	1823	1759	1734	1752	1842	1638
2400003C14Rik	na	2663	2653	2511	3176	3053	2767
2400009B08Rik	na	2	1	2	2	2	3
2410001C21Rik	na	2530	2521	2489	2729	2806	2459
2410002F23Rik	na	4039	4155	3695	4579	4831	3938
2410002I01Rik	na	985	1030	882	1138	1141	1026
2410002O22Rik	na	929	964	965	1058	977	953
2410003K15Rik	na	199	211	221	229	240	185
2410003L11Rik	na	0	1	0	1	2	1
2410004A20Rik	na	3	1	3	1	6	3
2410004B18Rik	na	392	393	425	423	481	405
2410004I01Rik	na	0	0	0	0	0	0
2410004N09Rik	na	270	272	274	298	354	289
2410004P03Rik	na	2	1	0	2	0	1
2410006H16Rik	na	958	969	957	1160	1154	1064
2410007B07Rik	na	4	7	6	3	6	3
2410012E07Rik	na	0	0	0	0	0	0
2410012M07Rik	na	0	0	0	0	0	0
2410015M20Rik	na	1182	1210	1274	1218	1172	1160
2410016O06Rik	na	1033	978	993	1192	1197	1055
2410017I17Rik	na	0	0	0	0	1	0
2410017P09Rik	na	285	304	325	347	352	325
2410018L13Rik	na	0	3	0	2	0	1
2410018M08Rik	na	452	497	482	537	553	483
2410021H03Rik	na	0	0	0	0	0	0
2410022L05Rik	na	81	89	77	78	79	82
2410042D21Rik	na	510	500	475	559	593	501
2410057H14Rik	na	0	2	0	3	4	2
2410066E13Rik	na	36	35	31	41	50	39
2410075B13Rik	na	169	189	171	194	210	142
2410076I21Rik	na	23	35	34	43	41	31
2410088K16Rik	na	0	0	0	0	0	0
2410089E03Rik	na	922	965	813	993	989	855
2410091C18Rik	na	567	580	585	596	624	508
2410114N07Rik	na	0	0	0	0	0	0
2410124H12Rik	na	0	0	0	0	0	0
2410127L17Rik	na	104	90	88	71	90	68
2410131K14Rik	na	592	611	627	688	733	588
2410137F16Rik	na	0	0	0	0	0	0
2410137M14Rik	na	0	0	0	0	0	0
2410141K09Rik	na	0	0	0	0	0	0
2500003M10Rik	na	6087	6204	6032	7056	7059	6201
2500004C02Rik	na	144	134	100	139	135	112
2510002D24Rik	na	634	579	578	632	685	574
2510003D18Rik	na	0	0	0	1	1	0
2510003E04Rik	na	380	407	403	464	453	436
2510006D16Rik	na	1199	1261	1139	1305	1346	1176
2510009E07Rik	na	21	21	27	23	31	28
2510012J08Rik	na	2169	2175	1938	2449	2498	2195
2510039O18Rik	na	2121	2089	1947	2292	2334	2080
2510049J12Rik	na	5	4	3	6	7	4
2600006L11Rik	na	0	0	0	0	0	0
2610001J05Rik	na	723	780	736	820	786	723
2610002D18Rik	na	11	16	15	5	7	11
2610002I17Rik	na	300	289	268	340	331	274
2610002J02Rik	na	348	351	334	324	333	284
2610002M06Rik	na	1027	1134	1033	1176	1256	1012
2610005L07Rik	na	245	210	238	279	325	299
2610008E11Rik	na	470	431	455	481	477	401
2610015P09Rik	na	387	390	359	367	413	337
2610016A17Rik	na	0	0	0	0	0	0
2610017I09Rik	na	0	0	0	0	0	0
2610018G03Rik	na	508	610	571	581	576	535
2610019E17Rik	na	157	149	170	230	230	196
2610019F03Rik	na	7	9	8	17	19	21
2610020C07Rik	na	34	42	37	45	54	36
2610020H08Rik	na	144	182	123	144	187	122
2610021K21Rik	na	14	12	7	9	11	3
2610027L16Rik	na	1791	1776	1782	2167	2132	1832
2610028E06Rik	na	0	0	0	0	0	0
2610028H24Rik	na	4	1	0	1	0	1
2610029G23Rik	na	2637	2599	2900	2743	2669	2537
2610029I01Rik	na	177	162	169	156	176	139
2610034B18Rik	na	12	14	6	14	12	11
2610034M16Rik	na	0	0	0	0	0	0
2610035D17Rik	na	275	302	271	235	248	208
2610035F20Rik	na	0	0	0	0	0	0
2610037D02Rik	na	2	4	4	4	2	3
2610039C10Rik	na	350	333	344	342	368	365
2610044O15Rik	na	301	341	320	336	335	330
2610100L16Rik	na	0	0	0	0	0	0
2610101N10Rik	na	5102	5237	4982	5559	5538	4989
2610109H07Rik	na	1	0	2	1	2	1
2610203C20Rik	na	0	0	0	0	0	0
2610203C22Rik	na	4	2	1	0	1	3
2610204G22Rik	na	39	38	31	44	44	31
2610206C17Rik	na	11	20	17	26	25	22
2610301B20Rik	na	229	222	232	237	287	283
2610301G19Rik	na	2394	2629	2369	2650	2774	2400
2610305D13Rik	na	0	0	0	0	0	0
2610306M01Rik	na	77	77	95	82	76	65
2610307P16Rik	na	0	3	1	0	4	2
2610316D01Rik	na	0	0	0	0	0	0
2610318N02Rik	na	185	199	218	179	205	154
2610507B11Rik	na	8771	9089	8803	10447	10649	8887
2610507I01Rik	na	520	584	520	637	617	580
2610524H06Rik	na	177	160	165	158	165	154
2610528A11Rik	na	4	1	4	0	4	4
2610528E23Rik	na	611	591	581	617	610	555
2610528J11Rik	na	0	0	0	0	0	0
2700007P21Rik	na	817	841	779	884	956	817
2700023E23Rik	na	256	225	263	299	324	299
2700029M09Rik	na	1017	1115	1149	1220	1198	1068
2700038G22Rik	na	880	963	853	1032	1159	943
2700046A07Rik	na	0	0	0	0	0	0
2700046G09Rik	na	19	14	12	20	15	21
2700049A03Rik	na	457	496	456	507	544	421
2700050L05Rik	na	1466	1565	1526	1704	1755	1500
2700054A10Rik	na	1	0	0	0	0	0
2700060E02Rik	na	1683	1748	1854	1833	1722	1674
2700062C07Rik	na	378	418	351	352	361	344
2700069I18Rik	na	0	0	0	0	0	0
2700070H01Rik	na	0	0	0	0	0	0
2700078E11Rik	na	2493	2630	2425	2905	2810	2520
2700081L22Rik	na	0	1	0	2	4	0
2700081O15Rik	na	510	582	453	490	487	437
2700086A05Rik	na	0	1	0	0	0	0
2700089E24Rik	na	671	699	674	624	635	607
2700089I24Rik	na	0	0	0	0	0	0
2700090O03Rik	na	0	2	1	2	2	1
2700094K13Rik	na	475	483	466	418	426	358
2700097O09Rik	na	253	246	245	253	257	259
2700099C18Rik	na	130	148	127	145	172	108
2810001G20Rik	na	89	68	59	74	94	84
2810002D19Rik	na	193	212	202	202	224	195
2810002N01Rik	na	832	793	772	852	859	684
2810004N23Rik	na	1878	1756	1777	2006	1935	1797
2810006K23Rik	na	313	340	345	325	362	299
2810007J24Rik	na	0	0	0	0	0	0
2810008D09Rik	na	377	423	359	442	484	409
2810008M24Rik	na	1061	1075	1127	1218	1152	1092
2810011L19Rik	na	0	0	0	0	0	0
2810013P06Rik	na	402	394	342	431	444	382
2810021B07Rik	na	563	579	568	690	682	598
2810021J22Rik	na	296	310	274	300	291	268
2810025M15Rik	na	243	251	243	214	228	212
2810029C07Rik	na	7	8	4	10	16	5
2810030E01Rik	na	12	14	10	7	11	9
2810032G03Rik	na	0	0	0	0	0	0
2810046L04Rik	na	1486	1466	1343	1566	1700	1368
2810047C21Rik1	na	0	1	0	0	0	0
2810049E08Rik	na	0	0	0	0	0	0
2810055F11Rik	na	4	4	6	4	4	3
2810055G20Rik	na	0	0	0	0	0	0
2810403A07Rik	na	2892	2981	2747	3226	3345	2808
2810403D21Rik	na	34	34	41	30	17	23
2810404M03Rik	na	0	0	0	0	0	0
2810405F15Rik	na	0	0	0	0	0	0
2810405K02Rik	na	62	65	71	78	58	76
2810407C02Rik	na	3328	3576	3589	4032	4104	3841
2810408A11Rik	na	23	16	25	22	29	25
2810408I11Rik	na	22	26	19	31	24	22
2810408M09Rik	na	815	831	795	923	896	773
2810410L24Rik	na	0	0	1	0	0	1
2810417H13Rik	na	99	117	145	83	103	85
2810422J05Rik	na	1407	1419	1301	1497	1453	1241
2810422O20Rik	na	249	260	261	276	289	271
2810428I15Rik	na	474	495	450	503	528	466
2810429I04Rik	na	9	7	6	3	4	7
2810432D09Rik	na	412	452	460	514	490	450
2810432L12Rik	na	0	1	1	0	2	0
2810433D01Rik	na	0	0	0	0	0	0
2810442I21Rik	na	25	34	25	24	27	13
2810442N19Rik	na	2	1	1	3	4	7
2810453I06Rik	na	553	534	528	722	676	630
2810454H06Rik	na	20	21	21	19	23	20
2810459M11Rik	na	0	0	1	0	0	0
2810468N07Rik	na	35	54	32	43	41	29
2810471M01Rik	na	0	0	0	0	0	0
2810474O19Rik	na	3105	3116	3035	3149	3405	2928
2900002K06Rik	na	34	39	23	31	34	36
2900005J15Rik	na	54	50	38	57	54	48
2900006K08Rik	na	16	18	24	15	19	28
2900008C10Rik	na	17	14	8	7	11	8
2900009J06Rik	na	0	0	0	0	0	1
2900010M23Rik	na	987	952	997	1010	1073	1000
2900011O08Rik	na	0	1	0	0	0	0
2900026A02Rik	na	52	68	55	65	51	50
2900041M22Rik	na	3	5	5	3	2	4
2900052N01Rik	na	0	0	0	0	1	2
2900053A13Rik	na	490	457	485	452	452	468
2900055J20Rik	na	0	0	0	0	0	0
2900056M20Rik	na	257	273	249	333	339	319
2900057B20Rik	na	0	0	0	0	0	0
2900060B14Rik	na	3	3	1	0	1	5
2900064A13Rik	na	671	756	783	931	830	810
2900076A07Rik	na	102	112	110	135	133	123
2900079G21Rik	na	0	0	0	0	0	0
2900092C05Rik	na	0	0	0	0	0	0
2900092D14Rik	na	0	0	0	0	0	0
2900092E17Rik	na	540	559	509	586	594	562
2900093L17Rik	na	0	0	0	0	0	0
2900097C17Rik	na	2884	3089	3029	3513	3467	3034
3000002C10Rik	na	167	170	169	173	171	147
3010001F23Rik	na	0	0	0	1	0	0
3010026O09Rik	na	98	94	68	77	82	68
3100003L05Rik	na	0	0	0	0	0	0
3110001D03Rik	na	533	602	584	594	571	498
3110001I22Rik	na	206	235	227	267	270	203
3110002H16Rik	na	753	781	713	836	866	724
3110003A17Rik	na	1205	1220	1331	1376	1342	1349
3110007F17Rik	na	4	3	5	1	5	4
3110009E18Rik	na	82	66	85	87	89	70
3110009F21Rik	na	0	0	0	0	0	0
3110015C05Rik	na	0	0	0	0	0	0
3110021A11Rik	na	1	1	2	2	0	3
3110021N24Rik	na	1	1	1	3	0	0
3110035E14Rik	na	1	0	0	1	0	0
3110039I08Rik	na	0	0	0	0	0	0
3110039M20Rik	na	0	0	0	0	0	0
3110040N11Rik	na	370	398	424	460	488	415
3110043O21Rik	na	733	823	741	903	904	813
3110045C21Rik	na	36	30	31	20	37	36
3110047P20Rik	na	0	0	0	0	0	0
3110052M02Rik	na	302	315	272	304	325	300
3110056K07Rik	na	275	237	258	295	362	301
3110056O03Rik	na	579	594	511	607	657	537
3110057O12Rik	na	70	70	52	53	71	68
3110062M04Rik	na	168	147	133	183	173	146
3110070M22Rik	na	14	22	27	18	32	17
3110079O15Rik	na	0	0	0	0	0	0
3110082D06Rik	na	0	0	0	0	0	0
3110082I17Rik	na	1124	1073	1035	1159	1156	1001
3110082J24Rik	na	0	0	0	0	0	0
3110099E03Rik	na	0	0	0	0	0	0
3200001D21Rik	na	7	10	6	9	7	3
3200002M19Rik	na	661	705	742	752	750	687
3230401D17Rik	na	261	277	246	284	272	242
3300002I08Rik	na	4	4	7	6	14	6
3300005D01Rik	na	142	125	116	153	148	130
3425401B19Rik	na	28	21	21	27	22	28
3632451O06Rik	na	0	0	0	0	0	0
3632454L22Rik	na	20	11	11	14	23	11
3830403N18Rik	na	18	12	11	10	8	12
3830406C13Rik	na	482	502	520	501	434	421
3830408C21Rik	na	23	29	20	21	27	17
3830417A13Rik	na	0	0	0	0	0	0
3830431G21Rik	na	7	5	5	2	3	5
3930402G23Rik	na	0	0	2	0	1	0
4430402I18Rik	na	2	3	0	2	2	2
4632411B12Rik	na	2600	2582	2478	3062	3027	2547
4632415K11Rik	na	96	123	123	115	124	107
4632415L05Rik	na	546	538	580	640	617	563
4632427E13Rik	na	29	44	33	47	37	42
4632428C04Rik	na	23	29	27	43	43	32
4632428N05Rik	na	1064	1061	1083	1471	1486	1325
4632434I11Rik	na	405	445	382	286	298	264
4732415M23Rik	na	0	2	2	4	3	1
4732416N19Rik	na	8	2	6	0	3	3
4732418C07Rik	na	1538	1593	1430	1702	1739	1496
4732456N10Rik	na	0	0	0	0	0	0
4732471D19Rik	na	1216	1361	1174	1537	1492	1327
4732471J01Rik	na	33	23	22	19	19	12
4732490B19Rik	na	1	0	1	1	0	0
4732491K20Rik	na	17	22	9	9	16	13
4831426I19Rik	na	828	833	811	918	901	820
4831440E17Rik	na	68	48	56	59	68	40
4832428D23Rik	na	0	0	0	0	0	0
4833403I15Rik	na	0	0	0	0	0	0
4833412C05Rik	na	0	0	0	0	0	0
4833417C18Rik	na	30	34	54	52	70	51
4833418N02Rik	na	47	52	44	47	58	39
4833419F23Rik	na	8	16	18	15	17	16
4833420G17Rik	na	2018	2178	1849	2286	2408	1927
4833422C13Rik	na	1	0	2	2	0	2
4833422F24Rik	na	0	0	0	0	0	0
4833423E24Rik	na	0	0	0	0	0	0
4833424O15Rik	na	0	1	0	0	0	0
4833427F10Rik	na	0	0	0	0	0	0
4833427G06Rik	na	0	0	0	0	0	0
4833428L15Rik	na	0	0	0	3	0	0
4833439L19Rik	na	1210	1286	1154	1481	1547	1249
4833442J19Rik	na	172	207	168	194	212	169
4921501E09Rik	na	0	0	0	0	0	0
4921504E06Rik	na	1	0	0	1	0	0
4921506M07Rik	na	0	0	0	0	0	0
4921507L20Rik	na	51	53	55	46	51	67
4921507P07Rik	na	33	27	24	31	39	17
4921508A21Rik	na	0	0	0	0	0	0
4921508D12Rik	na	0	0	0	0	0	0
4921509C19Rik	na	0	0	0	0	0	0
4921509O07Rik	na	0	0	0	0	0	0
4921510H08Rik	na	0	0	0	0	0	0
4921511C10Rik	na	0	0	0	0	2	1
4921511C20Rik	na	0	0	0	0	0	0
4921511H03Rik	na	0	0	0	0	0	0
4921511I17Rik	na	0	0	0	1	3	0
4921511M17Rik	na	0	0	0	0	0	0
4921513D23Rik	na	4445	4618	4258	5013	5211	4632
4921513I03Rik	na	0	0	0	0	0	0
4921515E04Rik	na	0	0	0	0	0	0
4921515J06Rik	na	3	4	9	7	3	3
4921517D21Rik	na	0	0	0	0	0	0
4921517D22Rik	na	0	0	0	0	0	0
4921517L17Rik	na	215	194	178	167	185	141
4921523A10Rik	na	1	6	1	2	3	1
4921524J17Rik	na	242	246	260	279	243	234
4921524L21Rik	na	0	0	0	1	0	0
4921525B02Rik	na	11	20	6	16	14	14
4921525O09Rik	na	104	109	86	97	84	51
4921528I01Rik	na	0	0	0	0	0	0
4921528O07Rik	na	0	0	0	0	0	0
4921530D09Rik	na	2	0	1	2	1	2
4921530L18Rik	na	10	7	5	6	7	10
4921530L21Rik	na	0	0	0	0	0	0
4921531C22Rik	na	47	34	51	55	56	35
4921531P14Rik	na	0	0	0	0	0	0
4921533I20Rik	na	0	0	0	0	0	0
4921536K21Rik	na	1	0	1	0	2	3
4921539E11Rik	na	1	0	1	0	0	0
4922501C03Rik	na	727	724	653	518	536	472
4922501L14Rik	na	0	0	0	1	0	0
4922502D21Rik	na	1	1	1	0	0	3
4922502H24Rik	na	0	0	0	0	0	0
4922502N22Rik	na	0	0	0	0	0	0
4922505E12Rik	na	0	0	0	0	0	0
4922505G16Rik	na	11	7	7	15	8	12
4930401C15Rik	na	0	0	0	0	0	0
4930401O10Rik	na	0	0	0	0	2	0
4930401O12Rik	na	0	0	0	0	0	0
4930402F06Rik	na	0	0	0	0	0	0
4930402F11Rik	na	0	0	0	0	0	0
4930402H24Rik	na	328	382	313	444	470	355
4930403N07Rik	na	1	0	1	0	0	0
4930404A05Rik	na	0	0	0	0	0	0
4930404A10Rik	na	0	0	0	0	0	0
4930404H11Rik	na	0	0	0	0	0	0
4930404H21Rik	na	0	0	0	0	0	0
4930404I05Rik	na	40	41	44	49	54	54
4930404N11Rik	na	374	398	336	447	470	391
4930405A10Rik	na	0	0	0	0	0	1
4930405A21Rik	na	51	51	35	40	35	41
4930405D11Rik	na	0	0	0	0	0	0
4930405J17Rik	na	0	0	1	0	0	0
4930405P13Rik	na	7	8	13	11	10	13
4930406D18Rik	na	1	0	0	1	0	0
4930407I10Rik	na	1	0	0	0	0	0
4930408F14Rik	na	0	0	0	0	0	0
4930412B13Rik	na	0	0	0	0	0	0
4930412C18Rik	na	1	0	0	0	0	0
4930412F15Rik	na	0	0	0	0	0	0
4930412O13Rik	na	0	0	0	0	0	0
4930413E15Rik	na	0	0	0	0	0	0
4930413F20Rik	na	0	0	0	0	0	0
4930413G21Rik	na	338	329	283	392	340	306
4930413M19Rik	na	0	0	0	0	0	0
4930414L22Rik	na	113	97	71	103	114	68
4930414N06Rik	na	1	1	1	2	3	1
4930415F15Rik	na	24	28	22	36	16	30
4930415L06Rik	na	0	0	0	0	0	0
4930415O20Rik	na	0	1	0	1	1	1
4930417G10Rik	na	13	20	13	6	19	12
4930417O13Rik	na	19	16	11	16	21	17
4930417O22Rik	na	0	0	0	0	0	0
4930419G24Rik	na	0	0	0	0	0	0
4930420K17Rik	na	1195	1188	1111	1582	1479	1331
4930422G04Rik	na	372	494	409	467	469	406
4930423M02Rik	na	0	0	0	0	0	0
4930425K10Rik	na	0	0	0	0	0	0
4930425O10Rik	na	0	0	0	0	0	0
4930426L09Rik	na	7	21	6	12	9	9
4930427A07Rik	na	130	141	113	148	166	147
4930428D18Rik	na	0	0	0	0	0	0
4930428E07Rik	na	0	0	0	0	0	0
4930428E23Rik	na	0	0	0	0	0	0
4930428G15Rik	na	0	0	0	0	0	0
4930428O21Rik	na	9	9	5	5	8	6
4930429B21Rik	na	7	4	4	3	3	4
4930429D17Rik	na	0	0	0	0	0	0
4930429F11Rik	na	0	0	0	0	0	0
4930429F24Rik	na	2	3	2	4	1	2
4930430A15Rik	na	0	0	0	0	0	0
4930430D24Rik	na	0	0	0	0	0	0
4930430F08Rik	na	131	136	116	161	148	146
4930430F21Rik	na	0	0	0	0	0	0
4930430J02Rik	na	0	2	3	2	1	3
4930431A04Rik	na	1	1	2	2	4	2
4930431P03Rik	na	5	1	6	1	5	1
4930432J09Rik	na	0	0	0	0	0	0
4930432K09Rik	na	0	0	0	0	0	0
4930432K21Rik	na	103	100	103	98	99	110
4930432M17Rik	na	0	0	0	0	0	0
4930433B08Rik	na	0	0	0	0	0	0
4930433I11Rik	na	0	0	0	0	0	0
4930433N12Rik	na	0	0	0	0	0	0
4930434J06Rik	na	0	0	0	0	0	0
4930435E12Rik	na	0	0	0	0	0	0
4930438E09Rik	na	0	0	0	0	0	0
4930440C22Rik	na	0	0	0	0	0	0
4930441J16Rik	na	0	0	0	0	0	0
4930441O14Rik	na	21	15	19	18	12	19
4930442J19Rik	na	0	0	0	0	0	0
4930442L01Rik	na	1	0	0	0	1	1
4930443G12Rik	na	0	0	0	0	0	0
4930443O20Rik	na	0	2	0	1	1	0
4930444A02Rik	na	514	527	451	472	506	443
4930444F02Rik	na	0	0	0	0	0	0
4930444G20Rik	na	0	0	0	0	0	0
4930444M15Rik	na	0	0	0	0	0	0
4930444P10Rik	na	1	0	1	0	0	1
4930447A16Rik	na	0	0	0	0	0	0
4930447C04Rik	na	4	1	2	6	4	2
4930447J18Rik	na	0	0	0	0	0	0
4930447K03Rik	na	0	0	1	0	1	0
4930447N08Rik	na	0	0	0	0	0	0
4930448C13Rik	na	0	0	0	0	0	0
4930448F12Rik	na	0	0	0	0	0	0
4930448H16Rik	na	0	0	0	1	0	0
4930448I06Rik	na	0	0	0	0	0	0
4930448I18Rik	na	0	0	0	0	0	0
4930448K20Rik	na	0	0	0	0	0	0
4930449E01Rik	na	1	1	0	1	0	0
4930449E18Rik	na	0	0	0	0	0	0
4930449I24Rik	na	0	0	0	0	0	0
4930451C15Rik	na	0	1	0	0	0	0
4930451I11Rik	na	0	0	0	0	0	0
4930452A19Rik	na	0	0	0	0	0	0
4930452B06Rik	na	0	0	0	0	0	0
4930452G13Rik	na	0	0	0	0	0	0
4930452N14Rik	na	0	0	0	0	0	0
4930453H23Rik	na	0	0	0	0	0	0
